Car Model,Gear_type,Driven_km,Fuel type,Reg_place,Price,Car Location,City,Car_brand,Model_year,Ownership_count,EMI Rs
DELTA 1.2,Manual,39817,Petrol,TS-10,502000,"Kompally, Hyderabad",Hyderabad,Maruti,2018,2,9814
DELTA 1.2,Manual,20034,Petrol,TS-09,528000,"Kompally, Hyderabad",Hyderabad,Maruti,2018,1,10323
SPORTZ 1.2 KAPPA VTVT,Manual,39125,Petrol,TS-07,543000,"Attapur, Hyderabad",Hyderabad,Hyundai,2018,2,10616
ASTA MT,Manual,15171,Petrol,TS-08,565000,"Attapur, Hyderabad",Hyderabad,Hyundai,2021,1,11046
VXI,Manual,16903,Petrol,TS-13,340000,"Bachupally, Hyderabad",Hyderabad,Maruti,2019,2,6647
ZXI AT,Automatic,43901,Petrol,TS-10,667000,"Attapur, Hyderabad",Hyderabad,Maruti,2016,1,13040
DELTA 1.2,Manual,51278,Petrol,TS-09,516000,"Attapur, Hyderabad",Hyderabad,Maruti,2019,2,10088
1.5L I-VTEC ZX CVT,Automatic,99130,Petrol,TS-11,785000,"Kompally, Hyderabad",Hyderabad,Honda,2017,1,15347
ZXI,Manual,44363,Petrol,TS-09,529000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,1,10342
LXI,Manual,70145,Petrol,TS-07,265000,"Attapur, Hyderabad",Hyderabad,Maruti,2014,1,5181
SPORTZ 1.2 KAPPA VTVT,Manual,82163,Petrol,TS-08,527000,"Kompally, Hyderabad",Hyderabad,Hyundai,2017,1,10303
VXI,Manual,78969,Petrol,TS-15,310000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,6061
XZ 1.5 RTQ,Manual,61626,Diesel,TS-17,847000,"Bachupally, Hyderabad",Hyderabad,Tata,2021,1,16122
SX PLUS 1.0 TURBO DCT,Automatic,72563,Petrol,TS-10,981000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2019,1,18672
ZETA 1.2 AMT,Automatic,14956,Petrol,TS-07,692000,"Attapur, Hyderabad",Hyderabad,Maruti,2020,1,13529
S MT,Manual,22180,Petrol,TS-10,450000,"Bachupally, Hyderabad",Hyderabad,Honda,2017,1,8798
ZETA PETROL 1.2,Manual,82243,Petrol,TS-08,699000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,1,13666
S MT,Manual,47784,Petrol,TS-07,413000,"Attapur, Hyderabad",Hyderabad,Honda,2014,2,8074
VXI,Manual,95255,Petrol,TS-08,428000,"Kompally, Hyderabad",Hyderabad,Maruti,2014,2,8367
RXT 1.0 (O),Manual,37634,Petrol,TS-08,405000,"Bachupally, Hyderabad",Hyderabad,Renault,2019,1,7918
V MT,Manual,39452,Petrol,AP-29,369000,"Bachupally, Hyderabad",Hyderabad,Honda,2013,1,7214
VXI,Manual,89791,Petrol,AP-10,320000,"Kompally, Hyderabad",Hyderabad,Maruti,2013,1,6256
LXI O,Manual,68359,Petrol,TS-07,306000,"Attapur, Hyderabad",Hyderabad,Maruti,2017,1,5982
V CVT,Automatic,64402,Petrol,TS-09,1131000,"Attapur, Hyderabad",Hyderabad,Honda,2021,1,21528
GLS,Manual,62572,Petrol,AP-09,211000,"Attapur, Hyderabad",Hyderabad,Hyundai,2010,2,4125
Asta 1.0 GDI Turbo IMT,Manual,19168,Petrol,TS-08,967000,"Kompally, Hyderabad",Hyderabad,Hyundai,2021,1,18406
LXI O,Manual,48141,Petrol,TS-08,305000,"Attapur, Hyderabad",Hyderabad,Maruti,2016,1,5963
VXI AMT,Automatic,44348,Petrol,TS-08,714000,"Kompally, Hyderabad",Hyderabad,Maruti,2018,1,13959
MAGNA 1.2 KAPPA VTVT,Manual,33798,Petrol,TS-35,624000,"Attapur, Hyderabad",Hyderabad,Hyundai,2021,1,12199
VXI AMT,Automatic,31286,Petrol,TS-09,688000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,1,13451
RXZ AMT DUAL TONE,Automatic,35023,Petrol,TS-11,797000,"Attapur, Hyderabad",Hyderabad,Renault,2021,1,15582
SX PLUS AT 1.6 PETROL,Automatic,93104,Petrol,TS-07,971000,"Kompally, Hyderabad",Hyderabad,Hyundai,2016,1,18482
1.6 VTVT SX,Manual,30811,Petrol,TS-09,806000,"Kompally, Hyderabad",Hyderabad,Hyundai,2017,1,15341
VXI,Manual,23748,Petrol,TS-15,410000,"Attapur, Hyderabad",Hyderabad,Maruti,2021,1,8016
ASTA 1.2,Manual,90374,Petrol,TS-08,582000,"Kompally, Hyderabad",Hyderabad,Hyundai,2016,1,11378
ASTA MT,Manual,20837,Petrol,TS-04,562000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2021,2,10987
TITANIUM + 1.5L PETROL AT,Automatic,51258,Petrol,TS-08,783000,"Bachupally, Hyderabad",Hyderabad,Ford,2017,1,15308
VXI,Manual,91405,Petrol,AP-28,311000,"Kompally, Hyderabad",Hyderabad,Maruti,2013,1,6080
1.5L I-VTEC E MT,Manual,94287,Petrol,AP-29,452000,"Kompally, Hyderabad",Hyderabad,Honda,2013,2,8837
MAGNA 1.2,Manual,49043,Petrol,AP-11,327000,"Kompally, Hyderabad",Hyderabad,Hyundai,2012,2,6393
XZ PLUS PETROL,Manual,33090,Petrol,TS-04,1006000,"Attapur, Hyderabad",Hyderabad,Tata,2021,1,19148
VXI,Manual,49692,Petrol,TS-05,268000,"Bachupally, Hyderabad",Hyderabad,Maruti,2015,2,5239
ASTA 1.2 KAPPA VTVT,Manual,95963,Petrol,TS-07,427000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2015,2,8348
HIGHLINE 1.0L TSI,Manual,15788,Petrol,TS-07,986000,"Bachupally, Hyderabad",Hyderabad,Volkswagen,2022,1,18768
XZ PETROL,Manual,41382,Petrol,TS-08,736000,"Attapur, Hyderabad",Hyderabad,Tata,2020,2,14389
1.5L I-VTEC V MT,Manual,101176,Petrol,TS-09,567000,"Kompally, Hyderabad",Hyderabad,Honda,2015,3,11085
LXI,Manual,44790,Petrol,TS-09,363800,"Kompally, Hyderabad",Hyderabad,Maruti,2020,1,7112
1.2L I-VTEC V AT,Automatic,54083,Petrol,TS-08,618000,"Kompally, Hyderabad",Hyderabad,Honda,2016,2,12082
ERA 1.1,Manual,74754,Petrol,AP-13,306000,"Kompally, Hyderabad",Hyderabad,Hyundai,2012,2,5982
LXI,Manual,31933,Petrol,AP-28,259000,"Kompally, Hyderabad",Hyderabad,Maruti,2014,2,5063
ZXI,Manual,59028,Petrol,TS-17,455000,"Kompally, Hyderabad",Hyderabad,Maruti,2018,1,8895
VXI,Manual,87966,Petrol,AP-28,463000,"Attapur, Hyderabad",Hyderabad,Maruti,2014,3,9052
ZXI AMT,Automatic,59411,Petrol,TS-08,692000,"Bachupally, Hyderabad",Hyderabad,Maruti,2017,1,13529
VXI,Manual,89029,Petrol,TS-08,366000,"Kompally, Hyderabad",Hyderabad,Maruti,2016,2,7155
VXI AMT,Automatic,61337,Petrol,TS-08,415000,"Kompally, Hyderabad",Hyderabad,Maruti,2016,1,8113
ZETA AT 1.5  SHVS PETROL,Automatic,33914,Petrol,TS-08,830000,"Attapur, Hyderabad",Hyderabad,Maruti,2018,1,15798
DELTA 1.2 AMT,Automatic,97667,Petrol,TS-15,472000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,9228
TITANIUM 1.2 PETROL,Manual,29246,Petrol,TS-09,728000,"Kompally, Hyderabad",Hyderabad,Ford,2021,1,14233
XZ PLUS PETROL,Manual,70380,Petrol,TS-08,714000,"Kompally, Hyderabad",Hyderabad,Tata,2021,1,13959
DELTA 1.4 AT PETROL,Automatic,70424,Petrol,TS-07,671000,"Bachupally, Hyderabad",Hyderabad,Maruti,2017,2,13118
ZDI AMT,Automatic,53873,Diesel,TS-07,743000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,14526
DELTA 1.5 SHVS MT PETROL,Manual,15992,Petrol,TS-08,893000,"Kompally, Hyderabad",Hyderabad,Maruti,2022,1,16997
1.2L I-VTEC VX,Manual,56242,Petrol,TS-08,590000,"Kompally, Hyderabad",Hyderabad,Honda,2017,1,11535
ASTA U2 1.2 CRDI,Manual,98455,Diesel,TS-09,578000,"Kompally, Hyderabad",Hyderabad,Hyundai,2018,1,11300
RXE 1.3 TURBO PETROL MT,Manual,30241,Petrol,TS-09,938000,"Kompally, Hyderabad",Hyderabad,Renault,2020,1,17854
XT I-TURBO PETROL,Manual,31750,Petrol,TS-09,746000,"Kompally, Hyderabad",Hyderabad,Tata,2021,2,14584
COMFORTLINE 1.4 TSI MT,Manual,16726,Petrol,TS-09,1212000,"Kompally, Hyderabad",Hyderabad,Volkswagen,2016,1,23069
SPORTZ 1.2,Manual,44646,Petrol,TS-07,691000,"Kompally, Hyderabad",Hyderabad,Hyundai,2018,1,13509
V,Manual,90148,Petrol,TS-07,715000,"Kompally, Hyderabad",Hyderabad,Toyota,2019,1,13978
VXI AMT,Automatic,80315,Petrol,TS-15,434000,"Kompally, Hyderabad",Hyderabad,Maruti,2016,2,8485
CLIMBER AMT 1.0,Automatic,9183,Petrol,TS-09,619000,"Attapur, Hyderabad",Hyderabad,Renault,2022,1,12102
SX PLUS 1.6 PETROL,Manual,81644,Petrol,TS-09,999000,"Attapur, Hyderabad",Hyderabad,Hyundai,2018,1,19015
ZXI,Manual,119106,Petrol,TS-08,471200,"Kompally, Hyderabad",Hyderabad,Maruti,2015,2,9212
VXI,Manual,108560,Petrol,TS-07,492000,"Kompally, Hyderabad",Hyderabad,Maruti,2016,1,9619
S,Manual,28545,Petrol,TS-07,309000,"Kompally, Hyderabad",Hyderabad,Datsun,2017,1,6041
XM DIESEL,Manual,32483,Diesel,TS-12,928000,"Bachupally, Hyderabad",Hyderabad,Tata,2021,1,17664
RXT 1.0 (O),Manual,60894,Petrol,TS-08,423000,"Kompally, Hyderabad",Hyderabad,Renault,2020,1,8270
ZXI AMT (O),Automatic,38607,Petrol,TS-36,524000,"Kompally, Hyderabad",Hyderabad,Maruti,2018,2,10244
VXI,Manual,52858,Petrol,TS-09,565000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,11046
1.5L I-VTEC VX,Manual,75199,Petrol,TS-08,773000,"Attapur, Hyderabad",Hyderabad,Honda,2017,2,15112
XZ PLUS PETROL DUAL TONE,Manual,48951,Petrol,TS-09,816000,"Attapur, Hyderabad",Hyderabad,Tata,2019,2,15532
DELTA PETROL 1.2,Manual,56587,Petrol,TS-09,570000,"Attapur, Hyderabad",Hyderabad,Maruti,2017,2,11144
XZA+ DUAL TONE 1.2RTN,Automatic,68413,Petrol,TS-03,674000,"Bachupally, Hyderabad",Hyderabad,Tata,2020,2,13177
1.6 SX (O) CRDI MT,Manual,83383,Diesel,TS-07,995000,"Attapur, Hyderabad",Hyderabad,Hyundai,2018,2,18939
VXI,Manual,50824,Petrol,AP-28,455000,"Attapur, Hyderabad",Hyderabad,Maruti,2013,1,8895
SPORTZ 1.2 KAPPA VTVT,Manual,114071,Petrol,TS-08,405000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2015,2,7918
SX PLUS 1.6 PETROL,Manual,64951,Petrol,TS-07,1008000,"Kompally, Hyderabad",Hyderabad,Hyundai,2017,2,19186
XZ PLUS PETROL,Manual,69049,Petrol,TS-07,559000,"Kompally, Hyderabad",Hyderabad,Tata,2019,1,10929
SPORTZ AMT,Automatic,26563,Petrol,TS-07,574000,"Kompally, Hyderabad",Hyderabad,Hyundai,2020,1,11222
1.6 VTVT SX AT,Automatic,71144,Petrol,TS-07,737000,"Kompally, Hyderabad",Hyderabad,Hyundai,2016,1,14408
XZA PETROL,Automatic,86346,Petrol,TS-09,515000,"Attapur, Hyderabad",Hyderabad,Tata,2018,1,10068
VXI,Manual,53179,Petrol,TS-07,282000,"Bachupally, Hyderabad",Hyderabad,Maruti,2014,2,5513
DELTA PETROL 1.2,Manual,83688,Petrol,TS-08,592000,"Attapur, Hyderabad",Hyderabad,Maruti,2017,1,11574
ZXI AMT,Automatic,34840,Petrol,TS-07,676000,"Bachupally, Hyderabad",Hyderabad,Maruti,2018,1,13216
ALPHA PETROL 1.2,Manual,96822,Petrol,TS-04,626000,"Bachupally, Hyderabad",Hyderabad,Maruti,2017,1,12238
VXI,Manual,32607,Petrol,TS-07,354000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,1,6921
SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,40570,Petrol,TS-09,584000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2017,1,11417
VXI PLUS AMT,Automatic,77415,Petrol,TS-07,469000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,1,9169
SPORTZ 1.2,Manual,60350,Petrol,TS-07,599000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2016,1,11711
TREND 1.5L PETROL,Manual,66159,Petrol,TS-02,691000,"Attapur, Hyderabad",Hyderabad,Ford,2017,1,13509
SPORTZ 1.2,Manual,49229,Petrol,TS-07,619000,"Kompally, Hyderabad",Hyderabad,Hyundai,2017,1,12102
STYLE TSI,Manual,15504,Petrol,TS-09,1008000,"Attapur, Hyderabad",Hyderabad,Skoda,2021,1,19186
1.5L I-VTEC E MT,Manual,88471,Petrol,AP-10,425000,"Bachupally, Hyderabad",Hyderabad,Honda,2012,3,8309
VXI,Manual,64628,Petrol,AP-09,359000,"Attapur, Hyderabad",Hyderabad,Maruti,2013,1,7019
ZXI AMT,Automatic,30318,Petrol,TS-09,556000,"Attapur, Hyderabad",Hyderabad,Maruti,2019,1,10870
T(O),Manual,64447,Petrol,TS-22,440000,"Kompally, Hyderabad",Hyderabad,Datsun,2019,1,8602
DELTA PETROL 1.2,Manual,71305,Petrol,TS-07,649000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,1,12688
VXI,Manual,83596,Petrol,TS-07,406000,"Attapur, Hyderabad",Hyderabad,Maruti,2017,1,7937
ZETA 1.3 AMT DUAL TONE,Automatic,98700,Diesel,TS-07,561000,"Attapur, Hyderabad",Hyderabad,Maruti,2017,2,10968
VXI AMT,Automatic,27222,Petrol,TS-08,426000,"Kompally, Hyderabad",Hyderabad,Maruti,2016,2,8328
VXI,Manual,76685,Petrol,TS-32,360000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,1,7038
ZETA PETROL 1.2,Manual,35545,Petrol,TS-10,750000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,1,14663
VXI,Manual,54635,Petrol,TS-09,410000,"Kompally, Hyderabad",Hyderabad,Maruti,2016,1,8016
ZDI PLUS AMT,Automatic,88900,Diesel,TS-10,806000,"Attapur, Hyderabad",Hyderabad,Maruti,2018,1,15341
XZA PLUS PETROL,Automatic,84821,Petrol,TS-36,805000,"Kompally, Hyderabad",Hyderabad,Tata,2018,1,15322
XZA PETROL,Automatic,88923,Petrol,TS-08,508000,"Kompally, Hyderabad",Hyderabad,Tata,2018,1,9931
XZA PETROL,Automatic,66731,Petrol,TS-16,614000,"Attapur, Hyderabad",Hyderabad,Tata,2020,1,12004
S,Manual,58547,Petrol,TS-07,348000,"Attapur, Hyderabad",Hyderabad,Datsun,2019,2,6803
SPORTZ AMT,Automatic,32069,Petrol,TS-08,570000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2020,1,11144
VXI,Manual,62437,Petrol,AP-28,228000,"Kompally, Hyderabad",Hyderabad,Maruti,2013,2,4457
ZETA PETROL 1.2,Manual,78911,Petrol,TS-07,590000,"Kompally, Hyderabad",Hyderabad,Maruti,2016,2,11535
VXI,Manual,70435,Petrol,TS-09,275000,"Kompally, Hyderabad",Hyderabad,Maruti,2014,2,5376
ZXI,Manual,73227,Petrol,TS-08,470000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,2,9189
XZA PLUS 6S,Automatic,96462,Diesel,TS-08,1935000,"Attapur, Hyderabad",Hyderabad,Tata,2021,1,36831
VXI,Manual,59730,Petrol,AP-29,315000,"Bachupally, Hyderabad",Hyderabad,Maruti,2013,2,6158
ALPHA CVT PETROL 1.2,Automatic,48580,Petrol,TS-08,848000,"Bachupally, Hyderabad",Hyderabad,Maruti,2020,1,16141
VXI,Manual,92195,Petrol,AP-07,311000,"Kompally, Hyderabad",Hyderabad,Maruti,2013,1,6080
DELTA PETROL 1.2,Manual,71110,Petrol,TS-09,660000,"Attapur, Hyderabad",Hyderabad,Maruti,2019,1,12903
VXI,Manual,54791,Petrol,TS-07,318000,"Attapur, Hyderabad",Hyderabad,Maruti,2017,1,6217
1.5L I-VTEC V MT,Manual,124781,Petrol,AP-28,529000,"Kompally, Hyderabad",Hyderabad,Honda,2014,1,10342
ALPHA 1.5 SHVS PETROL,Manual,31638,Petrol,TS-07,895000,"Bachupally, Hyderabad",Hyderabad,Maruti,2021,1,17036
ZXI AMT,Automatic,65547,Petrol,TS-15,461000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,9013
ASTA (O) AT 1.2 KAPPA VTVT,Automatic,104436,Petrol,TS-13,501000,"Kompally, Hyderabad",Hyderabad,Hyundai,2016,2,9795
VXI AMT,Automatic,54737,Petrol,TS-09,686000,"Bachupally, Hyderabad",Hyderabad,Maruti,2018,1,13411
VXI,Manual,48471,Petrol,AP-28,240000,"Kompally, Hyderabad",Hyderabad,Maruti,2013,2,4692
DELTA 1.2,Manual,96540,Petrol,TS-13,452000,"Bachupally, Hyderabad",Hyderabad,Maruti,2018,1,8837
ASTA 1.2 KAPPA VTVT,Manual,56129,Petrol,TS-13,549000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2018,1,10733
XZA + 1.2 PETROL A/T,Automatic,35226,Petrol,TS-08,828000,"Kompally, Hyderabad",Hyderabad,Tata,2018,2,15760
S MT,Manual,50670,Petrol,TS-12,389000,"Kompally, Hyderabad",Hyderabad,Honda,2014,2,7605
RXT 1.0 (O),Manual,26494,Petrol,TS-15,493000,"Kompally, Hyderabad",Hyderabad,Renault,2021,1,9638
MAGNA 1.2,Manual,72473,Petrol,AP-36,314000,"Kompally, Hyderabad",Hyderabad,Hyundai,2013,1,6139
XT PETROL,Manual,20282,Petrol,TS-13,613000,"Bachupally, Hyderabad",Hyderabad,Tata,2021,1,11984
1.5L I-VTEC SV,Manual,87335,Petrol,TS-08,627000,"Bachupally, Hyderabad",Hyderabad,Honda,2016,1,12258
TITANIUM 1.5L DIESEL,Manual,116988,Diesel,TS-08,683000,"Bachupally, Hyderabad",Hyderabad,Ford,2017,1,13353
VXI,Manual,89218,Petrol,TS-11,354000,"Attapur, Hyderabad",Hyderabad,Maruti,2015,1,6921
SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,53740,Petrol,TS-10,585000,"Attapur, Hyderabad",Hyderabad,Hyundai,2017,1,11437
ALPHA PETROL 1.2,Manual,105224,Petrol,TS-07,594000,"Bachupally, Hyderabad",Hyderabad,Maruti,2016,2,11613
DELTA 1.2,Manual,54907,Petrol,TS-09,479000,"Bachupally, Hyderabad",Hyderabad,Maruti,2018,2,9365
XT PETROL,Manual,21314,Petrol,TS-08,610000,"Bachupally, Hyderabad",Hyderabad,Tata,2021,1,11926
MAGNA 1.2,Manual,72590,Petrol,AP-29,279000,"Kompally, Hyderabad",Hyderabad,Hyundai,2011,1,5455
LXI,Manual,56443,Petrol,TS-08,362000,"Attapur, Hyderabad",Hyderabad,Maruti,2019,2,7077
TITANIUM 1.5L PETROL,Manual,81462,Petrol,TS-13,834000,"Kompally, Hyderabad",Hyderabad,Ford,2019,1,15874
LXI,Manual,42217,Petrol,TS-08,325000,"Kompally, Hyderabad",Hyderabad,Maruti,2012,2,6354
VXI,Manual,62438,Petrol,AP-28,323000,"Bachupally, Hyderabad",Hyderabad,Maruti,2013,1,6315
ALPHA 1.2 AMT DUAL TONE,Automatic,79151,Petrol,TS-07,590000,"Attapur, Hyderabad",Hyderabad,Maruti,2018,1,11535
1.5L I-VTEC V MT,Manual,85871,Petrol,TS-07,579000,"Kompally, Hyderabad",Hyderabad,Honda,2015,2,11320
VXI PLUS,Manual,44355,Petrol,TS-09,409000,"Bachupally, Hyderabad",Hyderabad,Maruti,2020,1,7996
LXI,Manual,73944,Petrol,TS-07,266000,"Kompally, Hyderabad",Hyderabad,Maruti,2015,1,5200
HIGHLINE1.5L,Manual,90944,Diesel,TS-10,675000,"Kompally, Hyderabad",Hyderabad,Volkswagen,2018,1,13196
ALPHA PETROL 1.2,Manual,68101,Petrol,TS-07,651000,"Bachupally, Hyderabad",Hyderabad,Maruti,2018,1,12727
ZDI AMT,Automatic,64700,Diesel,TS-07,772000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,15093
VXI,Manual,63313,Petrol,TS-15,520000,"Bachupally, Hyderabad",Hyderabad,Maruti,2016,1,10166
SPORTZ AMT,Automatic,79467,Petrol,TS-13,532000,"Kompally, Hyderabad",Hyderabad,Hyundai,2019,1,10401
TITANIUM 1.5L PETROL,Manual,58559,Petrol,TS-07,782000,"Kompally, Hyderabad",Hyderabad,Ford,2018,1,15288
VXI O,Manual,66501,Petrol,TS-07,565000,"Bachupally, Hyderabad",Hyderabad,Maruti,2017,1,11046
ASTA 1.2 KAPPA VTVT,Manual,60817,Petrol,TS-08,451000,"Attapur, Hyderabad",Hyderabad,Hyundai,2015,2,8817
ZXI AMT,Automatic,70895,Petrol,TS-07,456000,"Attapur, Hyderabad",Hyderabad,Maruti,2016,2,8915
1.5L I-DTEC VX MT,Manual,78163,Diesel,TS-06,1064000,"Attapur, Hyderabad",Hyderabad,Honda,2021,1,20252
SPORTZ 1.2 KAPPA VTVT,Manual,22025,Petrol,TS-07,524000,"Attapur, Hyderabad",Hyderabad,Hyundai,2017,2,10244
VXI,Manual,36200,Petrol,TS-07,338000,"Attapur, Hyderabad",Hyderabad,Maruti,2017,1,6608
ZXI AMT (O),Automatic,117924,Petrol,TS-03,471000,"Kompally, Hyderabad",Hyderabad,Maruti,2018,1,9208
ALPHA PETROL 1.2,Manual,89581,Petrol,TS-05,607000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,1,11867
HIGHLINE 1.5 AT,Automatic,107492,Diesel,TS-15,909000,"Kompally, Hyderabad",Hyderabad,Volkswagen,2018,1,17302
VXI,Manual,91821,Petrol,AP-29,311000,"Attapur, Hyderabad",Hyderabad,Maruti,2013,2,6080
VXI (O),Manual,76003,Petrol,TS-35,418000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,1,8172
VXI,Manual,25138,Petrol,AP-11,374000,"Kompally, Hyderabad",Hyderabad,Maruti,2014,1,7312
TITANIUM 1.5L DIESEL,Manual,90114,Diesel,TS-07,772000,"Kompally, Hyderabad",Hyderabad,Ford,2018,1,15093
SPORTZ AMT,Automatic,35505,Petrol,TS-07,565000,"Kompally, Hyderabad",Hyderabad,Hyundai,2020,1,11046
XMA PETROL,Automatic,23916,Petrol,TS-07,706000,"Kompally, Hyderabad",Hyderabad,Tata,2021,2,13802
VXI,Manual,66445,Petrol,TS-13,364000,"Kompally, Hyderabad",Hyderabad,Maruti,2015,2,7116
VXI,Manual,92370,Petrol,AP-10,236000,"Kompally, Hyderabad",Hyderabad,Maruti,2013,1,4614
VXI,Manual,67993,Petrol,TS-05,374000,"Attapur, Hyderabad",Hyderabad,Maruti,2015,2,7312
SPORTZ 1.2 KAPPA VTVT,Manual,67372,Petrol,AP-13,428000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2013,1,8367
SPORTZ AMT,Automatic,39881,Petrol,TS-09,542000,"Kompally, Hyderabad",Hyderabad,Hyundai,2019,1,10596
SPORTZ MT,Manual,20266,Petrol,TS-08,547000,"Kompally, Hyderabad",Hyderabad,Hyundai,2018,1,10694
VXI AMT,Automatic,49009,Petrol,TS-07,640000,"Bachupally, Hyderabad",Hyderabad,Maruti,2018,1,12512
ZXI,Manual,58671,Petrol,TS-08,602000,"Attapur, Hyderabad",Hyderabad,Maruti,2016,1,11769
ZETA PETROL 1.2,Manual,74538,Petrol,TS-08,642000,"Kompally, Hyderabad",Hyderabad,Maruti,2017,2,12551
SPORTZ AMT 1.2 KAPPA VTVT,Automatic,76947,Petrol,TS-10,707000,"Kompally, Hyderabad",Hyderabad,Hyundai,2019,1,13822
XV PREMIUM TURBO,Manual,13918,Petrol,TS-07,909000,"Kompally, Hyderabad",Hyderabad,Nissan,2022,1,17302
ASTA 1.2,Manual,73202,Petrol,TS-11,624000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2016,1,12199
VXI PLUS,Manual,22264,Petrol,TS-08,433000,"Kompally, Hyderabad",Hyderabad,Maruti,2021,1,8465
1.5L I-DTEC V,Manual,102256,Diesel,TS-07,617000,"Bachupally, Hyderabad",Hyderabad,Honda,2018,2,12062
1.0 T(O),Manual,18569,Petrol,TS-08,458000,"Kompally, Hyderabad",Hyderabad,Datsun,2021,1,8954
XZA PLUS DUAL TONE PETROL,Automatic,15606,Petrol,TS-07,780000,"Kompally, Hyderabad",Hyderabad,Tata,2021,2,15249
ASTA MT,Manual,57435,Petrol,TS-07,506000,"Attapur, Hyderabad",Hyderabad,Hyundai,2019,1,9892
ASTA 1.2,Manual,71779,Petrol,TS-10,659000,"Kompally, Hyderabad",Hyderabad,Hyundai,2016,1,12884
ALPHA CVT PETROL 1.2,Automatic,89242,Petrol,TS-08,698000,"Bachupally, Hyderabad",Hyderabad,Maruti,2018,1,13646
LXI,Manual,53976,Petrol,TS-10,331000,"Kompally, Hyderabad",Hyderabad,Maruti,2019,1,6471
TITANIUM 1.5 SPORTS(SUNROOF) PETROL,Manual,57250,Petrol,TS-09,953000,"Attapur, Hyderabad",Hyderabad,Ford,2021,1,18139
S MT,Manual,40503,Petrol,AP-09,344000,"Kompally, Hyderabad",Hyderabad,Honda,2012,1,6725
MAGNA 1.2 KAPPA VTVT,Manual,38471,Petrol,TS-31,548000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2019,2,10714
VXI,Manual,41378,Petrol,AP-09,449000,"Kompally, Hyderabad",Hyderabad,Maruti,2013,2,8778
VXI OPT,Manual,66754,Petrol,TS-08,418000,"Attapur, Hyderabad",Hyderabad,Maruti,2016,1,8172
SPORTZ 1.2,Manual,66561,Petrol,TS-08,632000,"Bachupally, Hyderabad",Hyderabad,Hyundai,2017,1,12356
ZETA 1.2 AMT,Automatic,23325,Petrol,TS-08,701000,"Bachupally, Hyderabad",Hyderabad,Maruti,2020,1,13705
SPORTZ AMT,Automatic,40817,Petrol,TS-08,551000,"Kompally, Hyderabad",Hyderabad,Hyundai,2020,2,10772
ZDI,Manual,71220,Diesel,TS-13,804000,"Kompally, Hyderabad",Hyderabad,Maruti,2016,2,15303
ALPHA CVT PETROL 1.2,Automatic,65044,Petrol,TS-09,712000,"Kompally, Hyderabad",Hyderabad,Maruti,2018,2,13920
DELTA 1.5 SHVS MT PETROL,Manual,16727,Petrol,TS-04,907000,"Kompally, Hyderabad",Hyderabad,Maruti,2022,2,17264
VXI,Manual,54959,Petrol,AP-11,326000,"Bachupally, Hyderabad",Hyderabad,Maruti,2013,1,6373
T(O) 1.0,Manual,28292,Petrol,TS-05,473000,"Kompally, Hyderabad",Hyderabad,Datsun,2021,1,9247
T (O),Manual,19205,Petrol,TS-10,409000,"Kompally, Hyderabad",Hyderabad,Datsun,2020,2,7996
VXI,Manual,72393,Petrol,TS-10,346000,"Kompally, Hyderabad",Hyderabad,Maruti,2015,2,6764
T(O) 1.0,Manual,33730,Petrol,TS-32,466000,"Bachupally, Hyderabad",Hyderabad,Datsun,2021,1,9110
VXI,Manual,64685,Petrol,TS-07,499000,"Kompally, Hyderabad",Hyderabad,Maruti,2016,2,9756
LXI,Manual,61132,Petrol,AP-29,314000,"Kompally, Hyderabad",Hyderabad,Maruti,2013,1,6139
ASTA 1.2,Manual,41085,Petrol,TS-13,665000,"Kompally, Hyderabad",Hyderabad,Hyundai,2016,1,13001
